"No.","Time","Source","Destination","Protocol","losts","count","req_ms","losts_extend"
"134738","176.191899","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15807 : 0,]","1","5846121",""
"134749","176.212857","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15824 : 0,12,13,15,16,17,]","6","5846146",""
"134762","176.237461","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15863 : 0,1,2,4,6,7,8,]","7","5846171",""
"134802","176.263192","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15771 : 0,80,81,83,85,87,]","6","5846196",""
"134817","176.287457","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15807 : 0,]","1","5846221",""
"134831","176.312860","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15824 : 0,12,13,17,45,46,47,49,50,51,53,]","11","5846246",""
"134841","176.337383","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15865 : 0,2,]","2","5846271",""
"134877","176.362555","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15879 : 0,1,2,3,]","4","5846296",""
"134889","176.388382","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15771 : 0,36,80,81,85,87,115,]","7","5846322",""
"134900","176.413617","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15836 : 0,1,34,35,37,38,39,41,]","8","5846347",""
"134927","176.440872","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15888 : 0,2,]","2","5846373",""
"134945","176.464416","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15865 : 0,2,14,15,16,17,]","6","5846398",""
"134962","176.489743","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15771 : 0,36,80,85,87,115,121,122,123,125,]","10","5846423",""
"134976","176.516485","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15837 : 0,33,34,36,37,40,]","6","5846448",""
"134990","176.539532","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15888 : 0,2,]","2","5846473",""
"135022","176.564992","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15865 : 0,2,14,15,16,17,27,28,31,34,35,]","11","5846499",""
"135032","176.590215","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15771 : 0,36,80,85,87,115,]","6","5846524",""
"135053","176.615151","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15837 : 0,34,36,37,]","4","5846549",""
"135072","176.640257","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15865 : 0,15,16,17,28,31,34,35,37,]","9","5846574",""
"135088","176.665186","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15771 : 0,36,85,87,115,]","5","5846599",""
"135119","176.690650","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15873 : 0,1,]","2","5846624",""
"135131","176.716097","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15880 : 0,1,2,16,19,20,22,]","7","5846650",""
"135154","176.742394","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15771 : 0,36,85,87,135,136,137,138,139,140,141,142,144,145,147,148,]","16","5846676",""
"135175","176.767675","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15873 : 0,1,]","2","5846701",""
"135204","176.792291","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15880 : 0,2,16,19,22,]","5","5846726",""
"135214","176.817846","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15771 : 0,36,87,136,137,138,139,140,141,142,145,148,]","12","5846752",""
"135238","176.847550","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15874 : 0,]","1","5846777",""
"135257","176.868930","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15880 : 0,2,16,]","3","5846803",""
"135280","176.893987","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15807 : 0,51,100,101,102,104,105,106,109,112,]","10","5846828",""
"135314","176.945286","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15880 : 0,2,16,]","3","5846879",""
"135327","176.971001","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15858 : 0,49,50,51,58,61,]","6","5846905",""
"135357","177.021426","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15880 : 0,2,16,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,]","20","5846955",""
"135362","177.046957","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15858 : 0,49,51,]","3","5846980",""
"135406","177.096265","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15880 : 0,2,16,41,45,46,47,48,49,50,51,52,54,55,56,57,59,60,61,62,63,]","21","5847030",""
"135418","177.121512","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15858 : 0,49,]","2","5847055",""
"135447","177.146230","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15945 : 0,4,6,]","3","5847080",""
"135456","177.171839","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15896 : 0,29,30,32,33,34,35,36,38,39,40,41,43,44,45,]","15","5847105",""
"135470","177.196293","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15858 : 0,49,]","2","5847130",""
"135502","177.221349","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15945 : 0,4,6,]","3","5847155",""
"135518","177.248534","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15925 : 0,3,5,6,7,9,10,11,12,14,15,16,28,29,30,32,33,34,]","18","5847181",""
"135537","177.275228","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15858 : 0,103,104,105,107,108,]","6","5847207",""
"135572","177.300390","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15945 : 0,6,]","2","5847233",""
"135581","177.324814","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15925 : 0,3,6,7,9,10,11,12,14,16,28,29,30,32,33,34,]","16","5847258",""
"135619","177.350178","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15858 : 0,103,104,105,108,112,113,115,]","8","5847284",""
"135647","177.374895","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15951 : 0,]","1","5847309",""
"135663","177.400788","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15925 : 0,6,7,10,12,14,16,28,29,30,33,]","11","5847334",""
"135707","177.450604","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15971 : 0,2,]","2","5847384",""
"135725","177.476137","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15858 : 0,93,103,104,105,117,118,119,120,121,122,123,124,125,]","14","5847409",""
"135736","177.500866","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15925 : 0,7,10,12,16,28,29,33,]","8","5847434",""
"135782","177.551028","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15985 : 0,1,2,]","3","5847485",""
"135792","177.576711","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15971 : 0,2,4,5,6,7,8,9,10,12,]","10","5847510",""
"135808","177.601291","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15951 : 0,10,12,]","3","5847535",""
"135832","177.626002","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15925 : 0,10,12,16,29,60,61,]","7","5847560",""
"135857","177.651725","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15989 : 0,1,]","2","5847585",""
"135875","177.676908","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15971 : 0,2,7,8,9,10,21,22,23,]","9","5847611",""
"135898","177.702189","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15963 : 0,]","1","5847636",""
"135916","177.728642","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15925 : 0,12,16,29,61,65,]","6","5847662",""
"135942","177.752899","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15992 : 0,5,6,7,8,9,]","6","5847687",""
"135952","177.779046","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15963 : 0,8,10,15,16,17,]","6","5847712",""
"135977","177.802752","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15925 : 0,12,65,79,80,81,82,83,85,]","9","5847737",""
"135997","177.828938","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15997 : 0,]","1","5847762",""
"136020","177.853368","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15973 : 0,5,6,7,19,]","5","5847787",""
"136039","177.877972","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15925 : 0,12,79,80,81,82,83,85,]","8","5847812",""
"136066","177.903285","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15997 : 0,15,16,19,]","4","5847837",""
"136092","177.929988","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15973 : 0,5,7,19,]","4","5847863",""
"136120","177.960829","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15925 : 0,12,79,80,81,82,85,93,95,96,]","10","5847889",""
"136137","177.982422","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15997 : 0,15,16,]","3","5847914",""
"136162","178.005853","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15978 : 0,2,14,]","3","5847939",""
"136173","178.030536","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15937 : 0,67,69,73,81,83,]","6","5847964",""
"136194","178.055752","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15997 : 0,16,]","2","5847989",""
"136215","178.081302","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15978 : 0,2,45,46,47,48,49,50,51,52,53,]","11","5848015",""
"136225","178.106871","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15937 : 0,67,69,73,81,83,]","6","5848040",""
"136253","178.131045","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15997 : 0,16,37,38,39,40,41,42,]","8","5848065",""
"136276","178.157015","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15978 : 0,2,45,46,47,48,49,51,52,53,]","10","5848091",""
"136313","178.182229","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15937 : 0,69,81,83,]","4","5848116",""
"136329","178.207773","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16013 : 0,21,22,24,28,29,30,31,]","8","5848142",""
"136349","178.233063","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16024 : 0,1,2,6,7,]","5","5848167",""
"136379","178.258890","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15937 : 0,69,81,83,]","4","5848193",""
"136407","178.284873","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16034 : 0,1,3,7,9,10,]","6","5848218",""
"136431","178.309746","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16024 : 0,1,2,7,22,23,24,25,26,27,28,29,30,]","13","5848243",""
"136450","178.335426","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15937 : 0,69,81,83,120,121,122,123,124,]","9","5848269",""
"136471","178.361644","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16034 : 0,1,3,7,10,]","5","5848295",""
"136500","178.386738","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16024 : 0,1,2,7,22,24,25,26,27,28,29,30,]","12","5848321",""
"136521","178.412014","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15937 : 0,69,81,83,120,121,123,]","7","5848346",""
"136542","178.437063","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16035 : 0,2,6,9,28,29,34,]","7","5848371",""
"136569","178.462577","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16024 : 0,2,22,28,29,30,]","6","5848396",""
"136586","178.490027","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[15937 : 0,69,83,120,121,123,134,135,136,137,]","10","5848422",""
"136601","178.514226","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16035 : 0,2,6,9,28,29,34,]","7","5848447",""
"136618","178.538516","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16026 : 0,20,26,27,28,50,51,]","7","5848472",""
"136639","178.563708","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16006 : 0,14,51,54,65,67,]","6","5848497",""
"136665","178.588646","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16041 : 0,3,22,23,38,40,]","6","5848522",""
"136672","178.616110","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16046 : 0,6,7,8,31,]","5","5848547",""
"136691","178.638457","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16006 : 0,65,67,]","3","5848572",""
"136715","178.663079","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16044 : 0,19,20,35,37,]","5","5848597",""
"136737","178.688436","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16046 : 0,7,8,31,37,38,]","6","5848622",""
"136750","178.714263","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16006 : 0,67,]","2","5848648",""
"136778","178.739361","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16064 : 0,15,17,22,23,24,25,26,27,28,29,31,]","12","5848673",""
"136788","178.764764","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16046 : 0,7,8,31,37,38,]","6","5848698",""
"136812","178.789499","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16006 : 0,67,]","2","5848723",""
"136831","178.814833","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16079 : 0,2,7,9,10,11,12,13,16,18,21,]","11","5848748",""
"136841","178.840191","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16054 : 0,23,29,30,]","4","5848774",""
"136866","178.866617","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16073 : 0,]","1","5848799",""
"136878","178.890096","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16079 : 0,9,11,16,21,]","5","5848824",""
"136892","178.916704","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16054 : 0,23,29,30,]","4","5848850",""
"136914","178.945663","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16073 : 0,]","1","5848876",""
"136931","178.970042","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16079 : 0,9,11,21,23,24,25,26,27,28,29,33,]","12","5848901",""
"136939","178.993612","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16054 : 0,60,61,]","3","5848927",""
"136967","179.021966","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16073 : 0,]","1","5848953",""
"136981","179.044557","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16079 : 0,11,21,23,24,27,29,]","7","5848978",""
"137007","179.072355","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16054 : 0,60,61,63,64,65,]","6","5849004",""
"137046","179.120278","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16079 : 0,11,23,27,42,43,44,45,46,]","9","5849054",""
"137063","179.145609","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16054 : 0,63,64,65,]","4","5849079",""
"137103","179.196523","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16079 : 0,23,27,43,44,45,46,49,52,]","9","5849130",""
"137128","179.221358","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16117 : 0,1,2,]","3","5849155",""
"137173","179.272797","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16079 : 0,27,45,49,]","4","5849206",""
"137186","179.296976","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16118 : 0,1,]","2","5849231",""
"137206","179.322593","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16134 : 0,1,2,3,4,5,]","6","5849256",""
"137216","179.348008","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16079 : 0,27,45,]","3","5849282",""
"137236","179.372931","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16118 : 0,1,]","2","5849307",""
"137250","179.397891","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16134 : 0,2,3,8,9,10,11,]","7","5849332",""
"137271","179.423604","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16079 : 0,27,45,]","3","5849357",""
"137292","179.448557","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16119 : 0,]","1","5849382",""
"137310","179.473336","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16134 : 0,2,3,8,9,11,13,14,15,16,17,]","11","5849407",""
"137323","179.498048","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16106 : 0,18,47,48,49,50,]","6","5849432",""
"137379","179.548688","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16134 : 0,3,8,11,13,15,16,17,]","8","5849482",""
"137393","179.573512","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16106 : 0,18,47,48,49,50,]","6","5849507",""
"137418","179.599466","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16159 : 0,1,2,3,4,5,]","6","5849532",""
"137433","179.624449","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16134 : 0,11,15,16,]","4","5849557",""
"137458","179.649203","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16106 : 0,18,47,48,49,50,60,61,62,]","9","5849583",""
"137471","179.675408","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16159 : 0,1,2,3,4,11,12,13,]","8","5849608",""
"137493","179.700359","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16134 : 0,11,15,16,]","4","5849634",""
"137516","179.726107","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16106 : 0,18,47,48,49,60,61,62,]","8","5849659",""
"137533","179.750560","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16159 : 0,1,2,3,4,11,12,13,15,16,18,]","11","5849684",""
"137559","179.775969","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16134 : 0,11,15,]","3","5849710",""
"137581","179.801610","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16153 : 0,13,15,]","3","5849736",""
"137595","179.828232","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16161 : 0,1,2,9,10,11,13,16,]","8","5849762",""
"137621","179.852896","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16134 : 0,11,]","2","5849787",""
"137639","179.878220","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16153 : 0,13,27,28,29,30,31,32,33,34,35,]","11","5849812",""
"137656","179.902791","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16161 : 0,1,2,9,10,11,]","6","5849837",""
"137679","179.928205","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16134 : 0,11,56,57,58,59,60,]","7","5849862",""
"137693","179.954098","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16153 : 0,27,28,29,31,32,33,35,]","8","5849888",""
"137710","179.979686","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16163 : 0,7,34,]","3","5849914",""
"137730","180.005947","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16134 : 0,11,56,59,60,]","5","5849940",""
"137743","180.031724","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16153 : 0,27,28,29,31,32,33,]","7","5849966",""
"137760","180.058782","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16163 : 0,34,]","2","5849991",""
"137775","180.082310","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16134 : 0,11,56,59,60,]","5","5850016",""
"137799","180.108017","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16180 : 0,1,4,5,6,]","5","5850042",""
"137817","180.134538","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16163 : 0,34,]","2","5850068",""
"137840","180.160221","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16145 : 0,45,49,]","3","5850094",""
"137865","180.185386","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16181 : 0,5,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,]","19","5850119",""
"137889","180.210279","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16163 : 0,34,]","2","5850144",""
"137914","180.235464","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16190 : 0,4,]","2","5850169",""
"137941","180.260424","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16181 : 0,5,18,19,20,21,22,23,24,26,27,28,29,31,36,37,38,39,]","18","5850194",""
"137949","180.285211","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16163 : 0,34,]","2","5850219",""
"137987","180.310385","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16190 : 0,4,]","2","5850244",""
"137998","180.336154","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16181 : 0,5,18,20,21,22,23,24,27,29,31,37,38,39,42,43,44,45,46,47,]","20","5850270",""
"138017","180.361592","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16163 : 0,34,]","2","5850295",""
"138054","180.390901","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16190 : 0,4,]","2","5850320",""
"138063","180.412244","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16181 : 0,5,18,22,23,24,27,29,31,37,38,39,42,43,45,47,50,51,52,53,]","20","5850346",""
"138078","180.437414","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16163 : 0,]","1","5850371",""
"138132","180.487020","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16181 : 0,5,18,22,23,24,27,29,39,42,43,45,47,50,52,]","15","5850421",""
"138147","180.513622","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16163 : 0,]","1","5850447",""
"138167","180.538712","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16236 : 0,1,2,3,4,5,6,7,8,9,]","10","5850472",""
"138190","180.564561","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16181 : 0,5,22,29,39,43,45,47,50,52,66,67,68,69,70,71,72,74,]","18","5850498",""
"138213","180.591497","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16163 : 0,]","1","5850523",""
"138223","180.614719","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16236 : 0,1,2,3,5,6,8,9,]","8","5850548",""
"138236","180.639304","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16181 : 0,5,22,29,39,45,47,50,52,66,67,68,69,70,71,72,74,77,78,]","19","5850573",""
"138271","180.663980","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16163 : 0,]","1","5850598",""
"138290","180.689583","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16236 : 0,1,2,3,5,8,]","6","5850623",""
"138313","180.714386","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16203 : 0,7,17,23,28,44,46,47,48,50,52,55,56,]","13","5850648",""
"138370","180.764062","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16163 : 0,74,76,78,]","4","5850698",""
"138384","180.789773","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16203 : 0,7,17,23,28,48,50,52,62,63,64,65,66,67,68,]","15","5850724",""
"138424","180.840619","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16274 : 0,2,]","2","5850774",""
"138447","180.890974","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16239 : 0,2,]","2","5850825",""
"138464","180.916655","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16203 : 0,7,17,28,50,52,62,63,68,]","9","5850850",""
"138476","180.941334","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16278 : 0,1,2,3,4,5,]","6","5850875",""
"138495","180.966327","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16274 : 0,11,12,13,]","4","5850900",""
"138538","181.041750","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16203 : 0,17,62,63,77,79,82,84,87,88,89,90,]","12","5850975",""
"138576","181.117310","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16220 : 0,46,60,65,67,70,71,72,73,]","9","5851051",""
"138591","181.142738","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16295 : 0,1,]","2","5851077",""
"138627","181.193041","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16285 : 0,5,7,8,13,14,16,]","7","5851127",""
"138633","181.218393","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16296 : 0,]","1","5851152",""
"138656","181.242853","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16303 : 0,1,2,3,5,6,]","6","5851177",""
"138669","181.268551","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16290 : 0,2,3,8,9,11,]","6","5851202",""
"138685","181.293341","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16296 : 0,]","1","5851227",""
"138703","181.319025","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16303 : 0,3,8,9,10,11,12,]","7","5851253",""
